                   201   NumCoords   ! The number of coordinates in the airfoil shape file (including an extra coordinate for airfoil reference).  Set to zero if coordinates not included.
! ......... x-y coordinates are next if NumCoords > 0 .............
! x-y coordinate of airfoil reference
!  x/c        y/c
 0.250000       0
! coordinates of airfoil shape
! interpolation to 200 points
!  x/c        y/c
 1.00000000000000e+00 -1.02999967276731e-02
 9.82886427880600e-01 -6.36034072894773e-03
 9.65594535986085e-01 -3.32460193456878e-03
 9.48168903986481e-01 -1.28279865612986e-03
 9.30693548782347e-01 -1.66985391971713e-04
 9.13216554350446e-01  1.28263086458316e-04
 8.95773607892181e-01 -2.31107665405949e-04
 8.78404525592423e-01 -1.26411764171815e-03
 8.61139510778866e-01 -2.98438819781308e-03
 8.44002644065089e-01 -5.30465407513676e-03
 8.27014204733167e-01 -8.10280371235792e-03
 8.10186958417702e-01 -1.15062481200675e-02
 7.93536267156668e-01 -1.53413929700866e-02
 7.77074964496705e-01 -1.96219813451501e-02
 7.60816636285813e-01 -2.42921458867725e-02
 7.44755753576330e-01 -2.93108808656325e-02
 7.28886179629142e-01 -3.45818286083820e-02
 7.13205406297789e-01 -4.00892670412131e-02
 6.97709958802675e-01 -4.57724193671446e-02
 6.82392478027940e-01 -5.16058377946931e-02
 6.67235605328963e-01 -5.75120408355135e-02
 6.52238901013266e-01 -6.34779003707215e-02
 6.37382809359522e-01 -6.94396100993332e-02
 6.22661916810219e-01 -7.53681855625715e-02
 6.08072606733226e-01 -8.12441116361701e-02
 5.93598641846531e-01 -8.70156971323691e-02
 5.79239333792458e-01 -9.26676317734136e-02
 5.64986822637379e-01 -9.81669875425374e-02
 5.50834391870314e-01 -1.03486613960392e-01
 5.36786734869266e-01 -1.08625021721424e-01
 5.22836336677341e-01 -1.13541269365928e-01
 5.08989081259849e-01 -1.18250708931672e-01
 4.95244915187769e-01 -1.22724072404263e-01
 4.81605484427054e-01 -1.26951279595968e-01
 4.68074213955994e-01 -1.30936259621028e-01
 4.54656099238992e-01 -1.34661213595646e-01
 4.41351035950298e-01 -1.38275981599636e-01
 4.28167799166395e-01 -1.41694360377795e-01
 4.15113532359150e-01 -1.44804193320593e-01
 4.02192507525527e-01 -1.47632112713676e-01
 3.89410386480847e-01 -1.50172723656674e-01
 3.76777390060303e-01 -1.52444199242996e-01
 3.64294122556747e-01 -1.54468660572301e-01
 3.51969750222706e-01 -1.56255708677826e-01
 3.39810918574326e-01 -1.57800139678744e-01
 3.27819311874027e-01 -1.59187411024485e-01
 3.16002894953292e-01 -1.60426395623123e-01
 3.04368272279707e-01 -1.61223865591495e-01
 2.92915662848419e-01 -1.61410470247950e-01
 2.81653205392657e-01 -1.61361207256383e-01
 2.70585421813984e-01 -1.61049761248245e-01
 2.59712663406924e-01 -1.60508450036986e-01
 2.49041910184398e-01 -1.59780526122044e-01
 2.38576983792306e-01 -1.58842981434729e-01
 2.28316937425163e-01 -1.57665510163344e-01
 2.18269142094027e-01 -1.56293074690403e-01
 2.08435502556298e-01 -1.54750209061935e-01
 1.98815277089255e-01 -1.53001695572453e-01
 1.89413583313425e-01 -1.51085153289849e-01
 1.80232676176812e-01 -1.49011678274378e-01
 1.71271586906912e-01 -1.46754447113485e-01
 1.62535495680869e-01 -1.44341203563187e-01
 1.54027598889280e-01 -1.41782655774821e-01
 1.45743828089725e-01 -1.39067223994056e-01
 1.37688161229266e-01 -1.36215162992337e-01
 1.29862542013090e-01 -1.33243350275998e-01
 1.22264046500433e-01 -1.30135808205183e-01
 1.14894300640778e-01 -1.26912000887292e-01
 1.07759383775434e-01 -1.23575602218149e-01
 1.00853370178965e-01 -1.20125808743895e-01
 9.41796008264882e-02 -1.16569192242170e-01
 8.77419990851694e-02 -1.12917471789601e-01
 8.15335815899607e-02 -1.09173822341197e-01
 7.55557230667235e-02 -1.05342566151419e-01
 6.98137369783402e-02 -1.01435483818910e-01
 6.42989548561672e-02 -9.74664876513779e-02
 5.90062708164239e-02 -9.34384130047958e-02
 5.39452048576957e-02 -8.93549989862780e-02
 4.91188863971622e-02 -8.53465586440243e-02
 4.45152367994608e-02 -8.13728180127130e-02
 4.01371626505279e-02 -7.73578968825098e-02
 3.59925198289790e-02 -7.33104355760547e-02
 3.20707661260550e-02 -6.92272143903218e-02
 2.83760680016067e-02 -6.51147813691821e-02
 2.49136642927038e-02 -6.09879504137493e-02
 2.16639862200213e-02 -5.68454520779195e-02
 1.86245788450865e-02 -5.26919432361166e-02
 1.58252815433805e-02 -4.85341859733868e-02
 1.32379478487340e-02 -4.43712104765952e-02
 1.08938999022593e-02 -4.02026872640322e-02
 8.80189044558823e-03 -3.60369650100639e-02
 6.96115646267570e-03 -3.18813058688094e-02
 5.33090769227507e-03 -2.77364527439190e-02
 3.97534093086847e-03 -2.36233754265497e-02
 2.83474101216886e-03 -1.95430848382979e-02
 1.84209081628374e-03 -1.55055653002335e-02
 1.05090959197625e-03 -1.15301140662919e-02
 5.43087448832987e-04 -7.61895214085401e-03
 1.63914771254349e-04 -3.76540371089536e-03
 0.00000000000000e+00  0.00000000000000e+00
 1.13631447582028e-04  3.82924790993375e-03
 4.18640827686863e-04  7.80689377129261e-03
 8.44172652770726e-04  1.18592835808063e-02
 1.43550254117377e-03  1.57351662439056e-02
 2.26379959963599e-03  1.96784682919268e-02
 3.28884041988489e-03  2.36967393297875e-02
 4.45204052659423e-03  2.78061939692975e-02
 5.82173072807106e-03  3.20176287677863e-02
 7.43401150852018e-03  3.62589476986421e-02
 9.28354479428910e-03  4.05139244086078e-02
 1.13703629743262e-02  4.47771456445740e-02
 1.37389335158100e-02  4.90460515776368e-02
 1.63231963580278e-02  5.33080626189327e-02
 1.91353729938891e-02  5.75873757319921e-02
 2.21803270729452e-02  6.19338788527756e-02
 2.54472580523099e-02  6.62886335745291e-02
 2.89287730128623e-02  7.06444123490250e-02
 3.26433864364080e-02  7.49942185672566e-02
 3.65882974333115e-02  7.93289365097603e-02
 4.07590121520177e-02  8.36351689219239e-02
 4.51717628093998e-02  8.79085964827240e-02
 4.98237260315459e-02  9.21424741338153e-02
 5.46997075639487e-02  9.63315241254956e-02
 5.98168972444935e-02  1.00460815249810e-01
 6.51726466002743e-02  1.04527880321835e-01
 7.07574434069245e-02  1.08524231429894e-01
 7.65837607750609e-02  1.12435923062029e-01
 8.26496263712421e-02  1.16258997078437e-01
 8.89492187103435e-02  1.19978319450313e-01
 9.54859312659762e-02  1.23586356081730e-01
 1.02264551889055e-01  1.27079625417755e-01
 1.09274978280329e-01  1.30447584503433e-01
 1.16515888417005e-01  1.33680522196103e-01
 1.23992973660077e-01  1.36780526820454e-01
 1.31701599329574e-01  1.39724181252148e-01
 1.39635196405239e-01  1.42505035426530e-01
 1.47796749171072e-01  1.45140402259610e-01
 1.56181708607482e-01  1.47607379816700e-01
 1.64783334025177e-01  1.49896414578885e-01
 1.73606154000220e-01  1.52019245755712e-01
 1.82646960501239e-01  1.53944127086024e-01
 1.91896528445960e-01  1.55670193478710e-01
 2.01358000963474e-01  1.57217863531869e-01
 2.11026436247622e-01  1.58568402685081e-01
 2.20895124615916e-01  1.59701996719325e-01
 2.30964408477146e-01  1.60667439923175e-01
 2.41231198281862e-01  1.61426049071325e-01
 2.51688598245303e-01  1.61958040233564e-01
 2.62338179960199e-01  1.62312510253896e-01
 2.73176282370466e-01  1.61901205033723e-01
 2.84197932255373e-01  1.61410006254713e-01
 2.95403496262659e-01  1.60809693014521e-01
 3.06790174532338e-01  1.60088578250887e-01
 3.18353974230347e-01  1.59266161104223e-01
 3.30095277831845e-01  1.58299159506430e-01
 3.42011095129347e-01  1.57187878531480e-01
 3.54097978639658e-01  1.55943322894163e-01
 3.66355863177393e-01  1.54546191441079e-01
 3.78781809271066e-01  1.52997211094309e-01
 3.91373144233453e-01  1.51309543684129e-01
 4.04128801942527e-01  1.49471716770623e-01
 4.17046322680549e-01  1.47489433978159e-01
 4.30123994144382e-01  1.45369289788077e-01
 4.43358860009332e-01  1.43106327542541e-01
 4.56749569195187e-01  1.40717412362523e-01
 4.70292824696250e-01  1.38190392303092e-01
 4.83986405384810e-01  1.35530270995654e-01
 4.97829749595495e-01  1.32851948639935e-01
 5.11819999301933e-01  1.30081924053978e-01
 5.25956117737402e-01  1.27207611239906e-01
 5.40234844574731e-01  1.24231154675153e-01
 5.54652688203371e-01  1.21148204812233e-01
 5.69208260522514e-01  1.17974380730986e-01
 5.83897291377086e-01  1.14703969854929e-01
 5.98717042882048e-01  1.11343716588411e-01
 6.13663368012716e-01  1.07893539763908e-01
 6.28734857122533e-01  1.04366195936402e-01
 6.43924771362115e-01  1.00751960563109e-01
 6.59231064722190e-01  9.70619650566723e-02
 6.74649866334714e-01  9.33003257001941e-02
 6.90176046639729e-01  8.94661508404054e-02
 7.05806834161662e-01  8.55694939302383e-02
 7.21537300398198e-01  8.16121915844401e-02
 7.37361914977575e-01  7.75929767734528e-02
 7.53279210325666e-01  7.35291718477290e-02
 7.69283684579939e-01  6.94214467707635e-02
 7.85372243343048e-01  6.52807326512866e-02
 8.01540040326242e-01  6.11120244301302e-02
 8.17782071918986e-01  5.69195775188300e-02
 8.34092741604452e-01  5.27058303517524e-02
 8.50469095487586e-01  4.84838780110358e-02
