1  number of sets, Nset
-----------------
#1 written using the HAWC2 OpenMDAO wrapper
Case ID: iea10mw_rc1_hawc2
================================================================================================================================================================================================================================================================================================================================================================================================================================================================================================
          r [0]                   m [1]                 x_cg [2]                y_cg [3]                ri_x [4]                ri_y [5]                x_sh [6]                y_sh [7]                  E [8]                   G [9]                  I_x [10]                 I_y [11]                  K [12]                  k_x [13]                 k_y [14]                  A [15]                 pitch [16]                x_e [17]                 y_e [18]        
================================================================================================================================================================================================================================================================================================================================================================================================================================================================================================
$1 20
   0.000000000000000e+00    8.383700000000001e+03    0.000000000000000e+00    0.000000000000000e+00    2.921100000000000e+00    2.921100000000000e+00    0.000000000000000e+00    0.000000000000000e+00    2.100000000000000e+11    8.076900000000000e+10    8.416000000000000e+00    8.416000000000000e+00    1.683200000000000e+01    5.000000000000000e-01    5.000000000000000e-01    9.863200000000000e-01    0.000000000000000e+00    0.000000000000000e+00    0.000000000000000e+00
   1.150000000000000e+01    8.101200000000000e+03    0.000000000000000e+00    0.000000000000000e+00    2.822600000000000e+00    2.822600000000000e+00    0.000000000000000e+00    0.000000000000000e+00    2.100000000000000e+11    8.076900000000000e+10    7.593400000000000e+00    7.593400000000000e+00    1.518700000000000e+01    5.000000000000000e-01    5.000000000000000e-01    9.530800000000000e-01    0.000000000000000e+00    0.000000000000000e+00    0.000000000000000e+00
   1.150100000000000e+01    7.676700000000000e+03    0.000000000000000e+00    0.000000000000000e+00    2.823300000000000e+00    2.823300000000000e+00    0.000000000000000e+00    0.000000000000000e+00    2.100000000000000e+11    8.076900000000000e+10    7.199100000000000e+00    7.199100000000000e+00    1.439800000000000e+01    5.000000000000000e-01    5.000000000000000e-01    9.031400000000001e-01    0.000000000000000e+00    0.000000000000000e+00    0.000000000000000e+00
   2.300000000000000e+01    7.409000000000000e+03    0.000000000000000e+00    0.000000000000000e+00    2.724900000000000e+00    2.724900000000000e+00    0.000000000000000e+00    0.000000000000000e+00    2.100000000000000e+11    8.076900000000000e+10    6.472000000000000e+00    6.472000000000000e+00    1.294400000000000e+01    5.000000000000000e-01    5.000000000000000e-01    8.716500000000000e-01    0.000000000000000e+00    0.000000000000000e+00    0.000000000000000e+00
   2.300100000000000e+01    6.999200000000000e+03    0.000000000000000e+00    0.000000000000000e+00    2.725600000000000e+00    2.725600000000000e+00    0.000000000000000e+00    0.000000000000000e+00    2.100000000000000e+11    8.076900000000000e+10    6.117100000000000e+00    6.117100000000000e+00    1.223400000000000e+01    5.000000000000000e-01    5.000000000000000e-01    8.234300000000000e-01    0.000000000000000e+00    0.000000000000000e+00    0.000000000000000e+00
   3.450000000000000e+01    6.746400000000000e+03    0.000000000000000e+00    0.000000000000000e+00    2.627100000000000e+00    2.627100000000000e+00    0.000000000000000e+00    0.000000000000000e+00    2.100000000000000e+11    8.076900000000000e+10    5.477900000000000e+00    5.477900000000000e+00    1.095600000000000e+01    5.000000000000000e-01    5.000000000000000e-01    7.936900000000000e-01    0.000000000000000e+00    0.000000000000000e+00    0.000000000000000e+00
   3.450100000000000e+01    6.351200000000000e+03    0.000000000000000e+00    0.000000000000000e+00    2.627800000000000e+00    2.627800000000000e+00    0.000000000000000e+00    0.000000000000000e+00    2.100000000000000e+11    8.076900000000000e+10    5.159800000000000e+00    5.159800000000000e+00    1.032000000000000e+01    5.000000000000000e-01    5.000000000000000e-01    7.472000000000000e-01    0.000000000000000e+00    0.000000000000000e+00    0.000000000000000e+00
   4.600000000000000e+01    6.113300000000000e+03    0.000000000000000e+00    0.000000000000000e+00    2.529400000000000e+00    2.529400000000000e+00    0.000000000000000e+00    0.000000000000000e+00    2.100000000000000e+11    8.076900000000000e+10    4.601300000000000e+00    4.601300000000000e+00    9.202700000000000e+00    5.000000000000000e-01    5.000000000000000e-01    7.192100000000000e-01    0.000000000000000e+00    0.000000000000000e+00    0.000000000000000e+00
